#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename
806	M+H-H2O	2420566	1	10E,12Z-octadecadienoic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin806	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-9H,2-5,10-17H2,1H3,(H,19,20)/b7-6-,9-8+	N/A	IT-FT/ion trap with FTMS	Positive	ESI	263.237	lib-00026.mgf	Bronze	3	0.863216	0.811524	0.000213623	1	NIST17	NIST	263.237	N/A	376.06	8	CCCCCC=CC=CCCCCCCCCC(=O)O	1	263.237	specs_ms.pklbin	CCMSLIB00003328912	7385	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
949	M+H	 	0	Likely similar to laureth sulfate A +28 Da compared sodium laureth sulfate	Other	Dorrestein	0.0	spectra/specs_ms.pklbin949	 	 	qTof	Positive	LC-ESI	383.246	lib-00011.mgf	Bronze	3	0.861257	0.477775	0.000183105	1	GNPS-LIBRARY	Dorrestein	383.246	 	400.94	7	 	1	383.246	specs_ms.pklbin	CCMSLIB00000478609	87028	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1185	[M+H]+	6197-30-4	1	MassbankEU:SM814103 Octocrylene|2-Ethylhexyl 2-cyano-3,3-diphenylprop-2-enoate|2-Ethylhexyl 2-cyano-3,3-diphenylacrylate	Isolated	Massbank	0.0	spectra/specs_ms.pklbin1185	1S/C24H27NO2/c1-3-5-12-19(4-2)18-27-24(26)22(17-25)23(20-13-8-6-9-14-20)21-15-10-7-11-16-21/h6-11,13-16,19H,3-5,12,18H2,1-2H3	N/A	LC-ESI-QFT	Positive	ESI	362.211	lib-00010.mgf	Bronze	3	0.860608	1.68507	0.000610352	1	MASSBANKEU	Massbank EU	362.211	N/A	441.65	7	CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1	1	362.212	specs_ms.pklbin	CCMSLIB00000841551	311368	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
5070	M+NH4	36062041	1	Tetrahydrocurcumin	Isolated	NIST	0.0	spectra/specs_ms.pklbin5070	InChI=1S/C21H24O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h5-6,9-12,24-25H,3-4,7-8,13H2,1-2H3	N/A	HCD	Positive	ESI	390.191	lib-00026.mgf	Bronze	3	0.858291	0.782119	0.000305176	1	NIST17	NIST	390.191	N/A	256.69	5	COC1=C(C=CC(=C1)CCC(=O)CC(=O)CCC2=CC(=C(C=C2)O)OC)O	1	390.191	specs_ms.pklbin	CCMSLIB00003271349	24734	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1810	M+H	104610	1	.gamma.-Nonalactone	Isolated	NIST	0.0	spectra/specs_ms.pklbin1810	InChI=1S/C9H16O2/c1-2-3-4-5-8-6-7-9(10)11-8/h8H,2-7H2,1H3	N/A	HCD	Positive	ESI	157.122	lib-00026.mgf	Bronze	3	0.857525	0.679799	0.000106812	1	NIST17	NIST	157.122	N/A	273.4	5	CCCCCC1CCC(=O)O1	1	157.122	specs_ms.pklbin	CCMSLIB00003569839	4952	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
5675	M+H	329216639	1	Quetiapine sulfoxide	Isolated	NIST	0.0	spectra/specs_ms.pklbin5675	InChI=1S/C21H25N3O3S/c25-14-16-27-15-13-23-9-11-24(12-10-23)21-17-5-1-3-7-19(17)28(26)20-8-4-2-6-18(20)22-21/h1-8,25H,9-16H2	N/A	HCD	Positive	ESI	400.169	lib-00026.mgf	Bronze	3	0.857489	1.29645	0.000518799	1	NIST17	NIST	400.169	N/A	184.56	4	C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3S(=O)C4=CC=CC=C42	1	400.168	specs_ms.pklbin	CCMSLIB00003617648	8480	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3247	M+H	54232596	1	Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14	Isolated	Data deposited by lfnothias	0.0	spectra/specs_ms.pklbin3247	InChI=1S/C18H30O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6,8,11,14H,2-5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b8-6-,14-11+	N/A	qTof	Positive	LC-ESI	295.226	lib-00025.mgf	Bronze	3	0.856067	0.930332	0.000274658	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	295.226	N/A	203.19	10	CCCCCC=CC=CC(=O)CCCCCCCC(=O)O	1	295.226	specs_ms.pklbin	CCMSLIB00003136345	14782	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
4985	M+H-2H2O	533879	1	Aleuritic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin4985	InChI=1S/C16H32O5/c17-13-9-5-4-7-11-15(19)14(18)10-6-2-1-3-8-12-16(20)21/h14-15,17-19H,1-13H2,(H,20,21)/t14-,15+/m1/s1	N/A	IT-FT/ion trap with FTMS	Positive	ESI	269.211	lib-00026.mgf	Bronze	3	0.854904	2.15383	0.000579834	1	NIST17	NIST	269.211	N/A	154.27	6	C(CCCC(C(CCCCCCO)O)O)CCCC(=O)O	1	269.211	specs_ms.pklbin	CCMSLIB00003576204	15712	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
448	M+H	2420566	1	10E,12Z-octadecadienoic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin448	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-9H,2-5,10-17H2,1H3,(H,19,20)/b7-6-,9-8+	N/A	HCD	Positive	ESI	281.247	lib-00026.mgf	Bronze	3	0.852723	0	0	1	NIST17	NIST	281.247	N/A	442.17	11	CCCCCC=CC=CCCCCCCCCC(=O)O	1	281.247	specs_ms.pklbin	CCMSLIB00003328882	98692	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
4478	M+H	637-58-1	0	Pramoxine	Isolated	N/A	0.0	spectra/specs_ms.pklbin4478	InChI=1S/C17H27NO3.ClH/c1-2-3-12-20-16-5-7-17(8-6-16)21-13-4-9-18-10-14-19-15-11-18;/h5-8H,2-4,9-15H2,1H3;1H	N/A	qTof	Positive	LC-ESI	294.206	lib-00027.mgf	Bronze	3	0.85192	1.03728	0.000305176	1	METLIN	Metlin	294.206	N/A	234.91	5	O(c2ccc(OCCCN1CCOCC1)cc2)CCCC	1	294.206	specs_ms.pklbin	CCMSLIB00000492563	1703	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2814	[M+H]+	256393-37-0	1	Massbank:EA066011 Galaxolidone|1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran-1-on	Isolated	Massbank	0.0	spectra/specs_ms.pklbin2814	1S/C18H24O2/c1-10-9-20-16(19)13-8-15-14(7-12(10)13)17(3,4)11(2)18(15,5)6/h7-8,10-11H,9H2,1-6H3	N/A	LC-ESI-ITFT	Positive	ESI	273.185	lib-00003.mgf	Bronze	3	0.851568	4.3567	0.00119019	1	MASSBANK	Putative Massbank Match	273.185	N/A	377.65	6	CC2(C)c1cc3C(=O)OCC(C)c3cc1C(C)(C)C2C	1	273.184	specs_ms.pklbin	CCMSLIB00000208684	14613	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1486	M+H	478931827	1	Spectral Match to trans-EKODE-(E)-Ib from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.pklbin1486	InChI=1S/C18H30O4/c1-2-3-7-11-16-17(22-16)14-13-15(19)10-8-5-4-6-9-12-18(20)21/h13-14,16-17H,2-12H2,1H3,(H,20,21)/b14-13+	N/A	qTof	Positive	LC-ESI	311.221	lib-00025.mgf	Bronze	3	0.851417	0.980576	0.000305176	1	GNPS-NIST14-MATCHES	Data from Rob Knight 	311.221	N/A	346.26	6	CCCCCC1C(/C=C/C(CCCCCCCC(O)=O)=O)O1	1	311.221	specs_ms.pklbin	CCMSLIB00003136081	12665	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
748	M+H	17364168	1	1-Palmitoyl-sn-glycero-3-phosphocholine	Isolated	NIST	0.0	spectra/specs_ms.pklbin748	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/t23-/m1/s1	N/A	Q-TOF	Positive	ESI	496.34	lib-00026.mgf	Bronze	3	0.850095	1.04525	0.000518799	1	NIST17	NIST	496.34	N/A	358.9	7	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	496.339	specs_ms.pklbin	CCMSLIB00003235171	39612	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
4348	M+H-H2O	263399355	1	Spectral Match to 12,13-DiHOME from NIST14	Isolated	Data deposited by kduncan	0.0	spectra/specs_ms.pklbin4348	InChI=1S/C18H34O4/c1-2-3-10-13-16(19)17(20)14-11-8-6-4-5-7-9-12-15-18(21)22/h8,11,16-17,19-20H,2-7,9-10,12-15H2,1H3,(H,21,22)/b11-8-/t16-,17+/m1/s1	N/A	qTof	Positive	LC-ESI	297.243	lib-00025.mgf	Bronze	3	0.847516	6.46813	0.00192261	1	GNPS-NIST14-MATCHES	Data from Dr. Katherine R. Duncan	297.243	N/A	158.49	6	CCCCC[C@@H](O)[C@@H](O)C/C=C\CCCCCCCC(O)=O	1	297.241	specs_ms.pklbin	CCMSLIB00003136140	26008	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
480	M+H	4206580	1	trans-3,5-Dimethoxy-4-hydroxycinnamaldehyde	Isolated	NIST	0.0	spectra/specs_ms.pklbin480	InChI=1S/C11H12O4/c1-14-9-6-8(4-3-5-12)7-10(15-2)11(9)13/h3-7,13H,1-2H3/b4-3+	N/A	IT-FT/ion trap with FTMS	Positive	ESI	209.081	lib-00026.mgf	Bronze	3	0.84663	1.38663	0.000289917	1	NIST17	NIST	209.081	N/A	192.19	4	COC1=CC(=CC(=C1O)OC)C=CC=O	1	209.081	specs_ms.pklbin	CCMSLIB00003626125	2830	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
4786	M+H	38304915	1	Spectral Match to Minoxidil from NIST14	Isolated	Data deposited by abouslimani	0.0	spectra/specs_ms.pklbin4786	InChI=1S/C9H15N5O/c10-7-6-8(12-9(11)14(7)15)13-4-2-1-3-5-13/h6H,1-5,10H2,(H2,11,12)	N/A	qTof	Positive	LC-ESI	210.134	lib-00025.mgf	Bronze	3	0.846545	3.77596	0.000793457	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	210.134	N/A	150.91	3	Nc1nc(N2CCCCC2)cc(N)[n+]1[O-]	1	210.135	specs_ms.pklbin	CCMSLIB00003136263	978	UPDATE-SINGLE-ANNOTATED-BRONZE	Vasodilator agent[Drug Class]	specs_ms.pklbin
4196	M+H	6809707	1	Spectral Match to Undecaethylene glycol from NIST14	Isolated	Data deposited by fevargas	0.0	spectra/specs_ms.pklbin4196	InChI=1S/C22H46O12/c23-1-3-25-5-7-27-9-11-29-13-15-31-17-19-33-21-22-34-20-18-32-16-14-30-12-10-28-8-6-26-4-2-24/h23-24H,1-22H2	N/A	qTof	Positive	LC-ESI	503.311	lib-00025.mgf	Bronze	3	0.844955	7.94301	0.0039978	1	GNPS-NIST14-MATCHES	Data from Karly Nisson	503.311	N/A	215.23	19	OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	1	503.307	specs_ms.pklbin	CCMSLIB00003135327	30277	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1601	M+H	n/a	1	NCGC00380746-01!1,7-bis(4-hydroxyphenyl)heptane-3,5-diol	isolated	lfnothias	316.167	spectra/specs_ms.pklbin1601	InChI=1S/C19H24O4/c20-16-7-1-14(2-8-16)5-11-18(22)13-19(23)12-6-15-3-9-17(21)10-4-15/h1-4,7-10,18-23H,5-6,11-13H2	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	317.174	lib-00001.mgf	Gold	1	0.842979	1.25082	0.000396729	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	317.174	n/a	198.46	8	OC(CCC1=CC=C(O)C=C1)CC(O)CCC2=CC=C(O)C=C2	1	317.174	specs_ms.pklbin	CCMSLIB00000848791	42798	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
1559	M+H	32164026	1	Spectral Match to Heptadecasphinganine from NIST14	Isolated	Data deposited by quinnr	0.0	spectra/specs_ms.pklbin1559	InChI=1S/C17H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(20)16(18)15-19/h16-17,19-20H,2-15,18H2,1H3/t16-,17+/m0/s1	N/A	qTof	Positive	LC-ESI	288.289	lib-00025.mgf	Bronze	3	0.841495	1.37615	0.000396729	1	GNPS-NIST14-MATCHES	Data from Dorrestein/Knight	288.289	N/A	320.14	6	OC[C@](N)([C@](O)(CCCCCCCCCCCCCC)[H])[H]	1	288.289	specs_ms.pklbin	CCMSLIB00003136798	36780	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1436	M+H	n/a	1	NCGC00347453-02!(E)-1,7-bis(4-hydroxyphenyl)hept-4-en-3-one	isolated	lfnothias	296.141	spectra/specs_ms.pklbin1436	InChI=1S/C19H20O3/c20-17(10-7-16-8-13-19(22)14-9-16)4-2-1-3-15-5-11-18(21)12-6-15/h2,4-6,8-9,11-14,21-22H,1,3,7,10H2/b4-2+	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	297.148	lib-00001.mgf	Gold	1	0.835973	1.33512	0.000396729	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	297.148	n/a	272.22	4	OC1=CC=C(CC\C=C\C(=O)CCC2=CC=C(O)C=C2)C=C1	1	297.148	specs_ms.pklbin	CCMSLIB00000848119	28024	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
1115	M+H	56219104	1	Palmitoleic acid ethyl ester	Isolated	NIST	0.0	spectra/specs_ms.pklbin1115	InChI=1S/C18H34O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h9-10H,3-8,11-17H2,1-2H3/b10-9-	N/A	HCD	Positive	ESI	283.263	lib-00026.mgf	Bronze	3	0.835203	0	0	1	NIST17	NIST	283.263	N/A	424.64	10	CCCCCCC=CCCCCCCCC(=O)OCC	1	283.263	specs_ms.pklbin	CCMSLIB00003354404	86140	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2769	M+Na	538238	1	Glycerol tricaprylate	Isolated	NIST	0.0	spectra/specs_ms.pklbin2769	InChI=1S/C27H50O6/c1-4-7-10-13-16-19-25(28)31-22-24(33-27(30)21-18-15-12-9-6-3)23-32-26(29)20-17-14-11-8-5-2/h24H,4-23H2,1-3H3	N/A	HCD	Positive	ESI	493.35	lib-00026.mgf	Bronze	3	0.834785	2.04131	0.00100708	1	NIST17	NIST	493.35	N/A	484.32	3	CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC	1	493.349	specs_ms.pklbin	CCMSLIB00003665386	6201	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2887	M+H	56219-10-4	0	Palmitoleic Acid ethyl ester	Isolated	N/A	0.0	spectra/specs_ms.pklbin2887	InChI=1S/C18H34O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h9-10H,3-8,11-17H2,1-2H3/b10-9-	N/A	qTof	Positive	LC-ESI	283.263	lib-00027.mgf	Bronze	3	0.834619	0.323207	9.15527e-05	1	METLIN	Metlin	283.263	N/A	498.57	6	CCCCCC/C=C\CCCCCCCC(OCC)=O	1	283.263	specs_ms.pklbin	CCMSLIB00000497332	43012	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
277	M+H-H2O	123784	1	D-erythro-N-stearoylsphingosine	Isolated	NIST	0.0	spectra/specs_ms.pklbin277	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/b15-14+/t17-,18+/m0/s1	N/A	IT-FT/ion trap with FTMS	Positive	ESI	282.279	lib-00026.mgf	Bronze	3	0.833316	0.756779	0.000213623	1	NIST17	NIST	282.279	N/A	334.62	10	CCCCCCCCCCCCCC=CC(C(CO)N)O	1	282.279	specs_ms.pklbin	CCMSLIB00003336696	17200	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
841	M+H	51937009	1	(Z,E)-Tetradeca-9,12-dienol	Isolated	NIST	0.0	spectra/specs_ms.pklbin841	InChI=1S/C14H26O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h2-3,5-6,15H,4,7-14H2,1H3/b3-2+,6-5-	N/A	IT-FT/ion trap with FTMS	Positive	ESI	211.206	lib-00026.mgf	Bronze	3	0.832666	0	0	1	NIST17	NIST	211.206	N/A	421.65	7	CC=CCC=CCCCCCCCCO	1	211.206	specs_ms.pklbin	CCMSLIB00003294151	8424	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2304	M+H-CH4O	1120258	1	Methyl palmitoleate	Isolated	NIST	0.0	spectra/specs_ms.pklbin2304	InChI=1S/C17H32O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h8-9H,3-7,10-16H2,1-2H3/b9-8-	N/A	IT-FT/ion trap with FTMS	Positive	ESI	237.221	lib-00026.mgf	Bronze	3	0.832631	0	0	1	NIST17	NIST	237.221	N/A	432.61	7	CCCCCCC=CCCCCCCCC(=O)OC	1	237.221	specs_ms.pklbin	CCMSLIB00003423799	22808	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
5551	M-H2O+H	n/a	1	NCGC00385962-01_C16H24O3_	isolated	lfnothias	264.173	spectra/specs_ms.pklbin5551	InChI=1S/C16H24O3/c1-14-10-7-5-3-2-4-6-8-11-15(17)12-9-13-16(18)19-14/h2-3,5,7,9,13-15,17H,4,6,8,10-12H2,1H3/b3-2-,7-5+,13-9+	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	247.169	lib-00001.mgf	Gold	1	0.83203	12.1616	0.00300598	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	247.169	n/a	243.28	4	CC1C\C=C\C=C/CCCCC(O)C\C=C\C(=O)O1	1	247.166	specs_ms.pklbin	CCMSLIB00000854835	3227	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
710	M+H	111580	1	N-Oleoylethanolamine	Isolated	NIST	0.0	spectra/specs_ms.pklbin710	InChI=1S/C20H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h9-10,22H,2-8,11-19H2,1H3,(H,21,23)/b10-9-	N/A	IT-FT/ion trap with FTMS	Positive	ESI	326.305	lib-00026.mgf	Bronze	3	0.831678	0.374098	0.00012207	1	NIST17	NIST	326.305	N/A	420.37	10	CCCCCCCCC=CCCCCCCCC(=O)NCCO	1	326.306	specs_ms.pklbin	CCMSLIB00003483746	121152	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
4916	[M+H]	25122-46-7	1	Clobetasol propionate	Commercial	Garg_Neha	466.192	spectra/specs_ms.pklbin4916	N/A	N/A	qTof	Positive	LC-ESI	467.2	lib-00016.mgf	Gold	1	0.831486	0.653202	0.000305176	1	GNPS-SELLECKCHEM-FDA-PART2	Dorrestein	467.2	N/A	346.6	18	C1C(C=C2[C@](C=1)([C@]3([C@@](CC2)([C@]4([C@](C[C@]3(O)[H])([C@@]([C@](C4)(C)[H])(C(CCl)=O)OC(CC)=O)C)[H])[H])F)C)=O	1	467.2	specs_ms.pklbin	CCMSLIB00000078521	79183	UPDATE-SINGLE-ANNOTATED-GOLD	Glucocorticoid[Chemical Family]	specs_ms.pklbin
2035	M+H	1843056	1	Octabenzone	Isolated	NIST	0.0	spectra/specs_ms.pklbin2035	InChI=1S/C21H26O3/c1-2-3-4-5-6-10-15-24-18-13-14-19(20(22)16-18)21(23)17-11-8-7-9-12-17/h7-9,11-14,16,22H,2-6,10,15H2,1H3	N/A	HCD	Positive	ESI	327.195	lib-00026.mgf	Bronze	3	0.830903	16.229	0.00531006	1	NIST17	NIST	327.195	N/A	146.88	7	CCCCCCCCOC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O	1	327.201	specs_ms.pklbin	CCMSLIB00003313933	154244	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1048	M+NH4	n/a	1	NCGC00169670-02!(2S,3R,4S,5S,6R)-2-[4-[(3S,3aR,6S,6aR)-3-(4-hydroxy-3,5-dimethoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-2,6-dimethoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	isolated	lfnothias	580.216	spectra/specs_ms.pklbin1048	InChI=1S/C28H36O13/c1-34-16-5-12(6-17(35-2)21(16)30)25-14-10-39-26(15(14)11-38-25)13-7-18(36-3)27(19(8-13)37-4)41-28-24(33)23(32)22(31)20(9-29)40-28/h5-8,14-15,20,22-26,28-33H,9-11H2,1-4H3/t14-,15-,20+,22+,23-,24+,25+,26+,28-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	598.25	lib-00001.mgf	Gold	1	0.830829	1.3263	0.000793457	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	598.25	n/a	192.82	15	COC1=CC(=CC(OC)=C1O)[C@H]2OC[C@H]3[C@@H]2CO[C@@H]3C4=CC(OC)=C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(OC)=C4	1	598.249	specs_ms.pklbin	CCMSLIB00000847220	128472	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
764	M+NH4	542449	1	Spectral Match to 1-Hexadecanoyl-sn-glycerol from NIST14	Isolated	Data deposited by negarg	0.0	spectra/specs_ms.pklbin764	N/A	N/A	QqIT	Positive	ESI	348.308	lib-00025.mgf	Bronze	3	0.830459	7.44741	0.00259399	1	GNPS-NIST14-MATCHES	Data from Pieter C. Dorrestein	348.308	N/A	433.92	9	N/A	1	348.311	specs_ms.pklbin	CCMSLIB00003135942	15776	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
284	M+H	n/a	1	NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol	isolated	lfnothias	422.121	spectra/specs_ms.pklbin284	InChI=1S/C20H22O10/c21-7-20(27)8-28-19(18(20)26)29-10-4-13(23)11-6-15(25)17(30-16(11)5-10)9-1-2-12(22)14(24)3-9/h1-5,15,17-19,21-27H,6-8H2/t15-,17+,18-,19-,20+/m0/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	423.128	lib-00001.mgf	Gold	1	0.830163	0.721238	0.000305176	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	423.128	n/a	131.02	8	OC[C@@]1(O)CO[C@@H](OC2=CC(O)=C3C[C@H](O)[C@H](OC3=C2)C4=CC(O)=C(O)C=C4)[C@@H]1O	1	423.128	specs_ms.pklbin	CCMSLIB00000848636	88453	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2063	M+H	n/a	1	NCGC00380271-01_C24H40O11_2-Cyclohexen-1-one, 3,5,5-trimethyl-4-[3-[(6-O-beta-D-xylopyranosyl-beta-D-glucopyranosyl)oxy]butyl]-	isolated	lfnothias	504.257	spectra/specs_ms.pklbin2063	InChI=1S/C24H40O11/c1-11-7-13(25)8-24(3,4)14(11)6-5-12(2)34-23-21(31)19(29)18(28)16(35-23)10-33-22-20(30)17(27)15(26)9-32-22/h7,12,14-23,26-31H,5-6,8-10H2,1-4H3/t12?,14?,15-,16-,17+,18-,19+,20-,21-,22+,23-/m1/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	505.264	lib-00001.mgf	Gold	1	0.82881	0.966388	0.000488281	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	505.264	n/a	186.58	10	CC(CCC1\C(=C/C(=O)CC1(C)C)C)O[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O	1	505.264	specs_ms.pklbin	CCMSLIB00000852541	62940	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
1500	M+H	105835-44-7	0	15-OxoEDE	Isolated	N/A	0.0	spectra/specs_ms.pklbin1500	InChI=1S/C20H34O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h9,11,14,17H,2-8,10,12-13,15-16,18H2,1H3,(H,22,23)/b11-9-,17-14+	N/A	qTof	Positive	LC-ESI	323.258	lib-00027.mgf	Bronze	3	0.827323	5.19234	0.00167847	1	METLIN	Metlin	323.258	N/A	394.53	9	CCCCCC(=O)/C=C\C=C\CCCCCCCCCC(=O)O	1	323.256	specs_ms.pklbin	CCMSLIB00000499725	33996	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
6042	M+H	35554-44-0	1	Pesticide4_Imazalil_C14H14Cl2N2O_Freshgard	commercial	lfnothias	296.048	spectra/specs_ms.pklbin6042	InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2	N/A	Maxis HD qTOF	positive	LC-ESI	297.055	lib-00017.mgf	Gold	1	0.826035	0.719136	0.000213623	1	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	Dorrestein/Touboul	297.055	n/a	238.79	6	C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl	1	297.055	specs_ms.pklbin	CCMSLIB00001058911	1614	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
